State,District,Market,Market Arrivals (2023),Market Arrivals (2022),% (+/-) WRT(previous year),Market%
Uttar Pradesh,Kanpur,Uttaripura,9612.6,10647.5,-9.72%,0.07%
Uttar Pradesh,Kanpur,Varipaal,4395.4,3354,31.05%,0.03%
Uttar Pradesh,Kaushambi,Bharwari,16706.7,14928.6,11.91%,0.12%
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,14234.75,10229.95,39.15%,0.10%
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,37935.01,27658.21,37.16%,0.26%
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,2742.45,1965.05,39.56%,0.02%
Uttar Pradesh,Lakhimpur,Golagokarnath,45082.11,36543.61,23.37%,0.31%
Uttar Pradesh,Lakhimpur,Lakhimpur,234835.66,149578.66,57.00%,1.62%
Uttar Pradesh,Lakhimpur,Paliakala,48796.85,46349.15,5.28%,0.34%
Uttar Pradesh,Lalitpur,Lalitpur,43568.4,41840.91,4.13%,0.30%
Uttar Pradesh,Lucknow,Banthara,2207.28,2168.18,1.80%,0.02%
Uttar Pradesh,Lucknow,Lucknow,615119.85,480618.35,27.99%,4.25%
Uttar Pradesh,Maharajganj,Anandnagar,24151.8,22711.94,6.34%,0.17%
Uttar Pradesh,Maharajganj,Gadaura,12992.9,12765.6,1.78%,0.09%
Uttar Pradesh,Maharajganj,Maharajganj,8284,8284,0%,0.06%
Uttar Pradesh,Maharajganj,Nautnava,36519.8,36728.7,-0.57%,0.25%
Uttar Pradesh,Maharajganj,Partaval,66649.6,49389.1,34.95%,0.46%
Uttar Pradesh,Mahoba,Charkhari,372.7,807.9,-53.87%,0.00%
Uttar Pradesh,Mahoba,Mahoba,32727.75,32214.7,1.59%,0.23%
Uttar Pradesh,Mahoba,Panwadi,6.2,6.2,0%,0.00%
Uttar Pradesh,Mainpuri,Bewar,1636,1648.5,-0.76%,0.01%
Uttar Pradesh,Mainpuri,Ghiraur,9130,4153,119.84%,0.06%
Uttar Pradesh,Mainpuri,Mainpuri,39178.38,33932.28,15.46%,0.27%
Uttar Pradesh,Mathura,Kosikalan,24961.55,23728.45,5.20%,0.17%
Uttar Pradesh,Mathura,Mathura,103559,92242.9,12.27%,0.72%
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,17396.8,14498.8,19.99%,0.12%
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,204825.56,191120.46,7.17%,1.42%
Uttar Pradesh,Mau(Maunathbhanjan),Mau,65639.7,65639.7,0%,0.45%
Uttar Pradesh,Meerut,Mawana,10690.8,9515.7,12.35%,0.07%
Uttar Pradesh,Meerut,Meerut,115748.5,99612,16.20%,0.80%
Uttar Pradesh,Meerut,Parikshitgarh,662.6,712.4,-6.99%,0.00%
Uttar Pradesh,Meerut,Sardhana,6783.8,6256.8,8.42%,0.05%
Uttar Pradesh,Mirzapur,Ahirora,47314.29,50846.94,-6.95%,0.33%
Uttar Pradesh,Mirzapur,Mirzapur,67804.6,59546.6,13.87%,0.47%
Uttar Pradesh,Muradabad,Bhehjoi,518.67,737.17,-29.64%,0.00%
Uttar Pradesh,Muradabad,Chandausi,30852.2,33240.28,-7.18%,0.21%
Uttar Pradesh,Muradabad,Muradabad,215616.6,196044,9.98%,1.49%
Uttar Pradesh,Muradabad,Sambhal,15685.35,17519.45,-10.47%,0.11%
Uttar Pradesh,Muzaffarnagar,Kadhle,1100.6,855.7,28.62%,0.01%
Uttar Pradesh,Muzaffarnagar,Kairana,863.5,607.2,42.21%,0.01%
Uttar Pradesh,Muzaffarnagar,Khatauli,4345.74,4551.53,-4.52%,0.03%
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,57220.55,53246.05,7.46%,0.40%
Uttar Pradesh,Muzaffarnagar,Shahpur,869.2,3545.8,-75.49%,0.01%
Uttar Pradesh,Muzaffarnagar,Shamli,18545.1,13343.34,38.98%,0.13%
Uttar Pradesh,Muzaffarnagar,Thanabhawan,2907.35,1959.24,48.39%,0.02%
Uttar Pradesh,Padrauna(Kusinagar),Tamkuhi Road,377940.8,383604.8,-1.48%,2.61%
Uttar Pradesh,Pillibhit,Billsadda,15661.05,15661.05,0%,0.11%
Uttar Pradesh,Pillibhit,Pilibhit,214753.8,184749,16.24%,1.49%
Uttar Pradesh,Pillibhit,Puranpur,73236.15,55809.55,31.23%,0.51%
Uttar Pradesh,Pillibhit,Vishalpur,37213.9,32650.3,13.98%,0.26%
Uttar Pradesh,Pratapgarh,Pratapgarh,46280.95,38640.1,19.77%,0.32%
Uttar Pradesh,Raebarelli,Bachranwa,2973.65,3034.73,-2.01%,0.02%
Uttar Pradesh,Raebarelli,Jayas,22682.45,15384.55,47.44%,0.16%
Uttar Pradesh,Raebarelli,Lalganj,21227.9,18110,17.22%,0.15%
Uttar Pradesh,Raebarelli,Raibareilly,75803.3,70109.1,8.12%,0.52%
Uttar Pradesh,Raebarelli,Salon,1,60.95,-98.36%,0.00%
Uttar Pradesh,Rampur,Milak,4038.9,3187.5,26.71%,0.03%
Uttar Pradesh,Rampur,Rampur,56448.8,49114.8,14.93%,0.39%
Uttar Pradesh,Rampur,Shahabad,1657.6,2000.04,-17.12%,0.01%
Uttar Pradesh,Rampur,Tanda(Rampur),1875.4,1720.2,9.02%,0.01%
Uttar Pradesh,Rampur,Vilaspur,1608.94,1642.74,-2.06%,0.01%
Uttar Pradesh,Saharanpur,Chutmalpur,926.69,782.19,18.47%,0.01%
Uttar Pradesh,Saharanpur,Devband,9232.5,9206,0.29%,0.06%
Uttar Pradesh,Saharanpur,Gangoh,3505.45,5498.85,-36.25%,0.02%
Uttar Pradesh,Saharanpur,Nakud,209.66,178.66,17.35%,0.00%
Uttar Pradesh,Saharanpur,Nanuta,314.42,312.25,0.69%,0.00%
Uttar Pradesh,Saharanpur,Rampurmaniharan,577.04,1339.54,-56.92%,0.00%
Uttar Pradesh,Saharanpur,Saharanpur,331283.1,319541.1,3.67%,2.29%
Uttar Pradesh,Saharanpur,Sultanpurchilkana,284.99,284.99,0%,0.00%
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,69532.4,63496.95,9.51%,0.48%
Uttar Pradesh,Shahjahanpur,Badda,602.26,602.26,0%,0.00%
Uttar Pradesh,Shahjahanpur,Jalalabad,177,850.94,-79.20%,0.00%
Uttar Pradesh,Shahjahanpur,Katra,363.65,363.65,0%,0.00%
Uttar Pradesh,Shahjahanpur,Puwaha,8044.17,5104.37,57.59%,0.06%
Uttar Pradesh,Shahjahanpur,Shahjahanpur,117469.5,109944.6,6.84%,0.81%
Uttar Pradesh,Shahjahanpur,Tilhar,2908.2,3278.68,-11.30%,0.02%
Uttar Pradesh,Shravasti,Payagpur,10899.1,10937.6,-0.35%,0.08%
Uttar Pradesh,Siddharth Nagar,Naugarh,26972.65,27724.85,-2.71%,0.19%
Uttar Pradesh,Siddharth Nagar,Sahiyapur,37353.9,35445.5,5.38%,0.26%
Uttar Pradesh,Siddharth Nagar,Soharatgarh,17934.78,17466.68,2.68%,0.12%
Uttar Pradesh,Siddharth Nagar,Wansi,4950.7,4090.2,21.04%,0.03%
Uttar Pradesh,Sitapur,Hargaon (Laharpur),5060.96,4433.96,14.14%,0.04%
Uttar Pradesh,Sitapur,Maholi,72.8,192.8,-62.24%,0.00%
Uttar Pradesh,Sitapur,Mehmoodabad,15601.3,14448.55,7.98%,0.11%
Uttar Pradesh,Sitapur,Misrikh,117.1,247.1,-52.61%,0.00%
Uttar Pradesh,Sitapur,Sindholi,3421.1,3046.1,12.31%,0.02%
Uttar Pradesh,Sitapur,Sitapur,302424.8,262595.4,15.17%,2.09%
Uttar Pradesh,Sitapur,Viswan,16063.1,8177.6,96.43%,0.11%
Uttar Pradesh,Sonbhadra,Dudhi,8344.85,16705.46,-50.05%,0.06%
Uttar Pradesh,Sonbhadra,Robertsganj,51942.15,48123.55,7.93%,0.36%
Uttar Pradesh,Sultanpur,Jafarganj,21233.1,19181.3,10.70%,0.15%
Uttar Pradesh,Sultanpur,Sultanpur,245443.15,226947.65,8.15%,1.70%
Uttar Pradesh,Unnao,Bangarmau,10968.04,7501.34,46.21%,0.08%
Uttar Pradesh,Unnao,Purwa,3435.6,2320.5,48.05%,0.02%
Uttar Pradesh,Unnao,Unnao,35641.3,31467.4,13.26%,0.25%
Uttar Pradesh,Varanasi,Varanasi(F&V),445518.8,385967.3,15.43%,3.08%
Uttar Pradesh,Varanasi,Varanasi(Grain),282028.5,611664.2,-53.89%,1.95%
Uttarakhand,Champawat,Tanakpur,410.9,407.7,0.78%,0.07%
Uttarakhand,Dehradoon,Dehradoon,272573.7,249914.8,9.07%,49.26%
Uttarakhand,Dehradoon,Rishikesh,33616.8,28187.4,19.26%,6.08%
Uttarakhand,Dehradoon,Vikasnagar,9220.1,6777.2,36.05%,1.67%
Uttarakhand,Garhwal (Pauri),Kotadwara,3450.65,3189.6,8.18%,0.62%
Uttarakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),526.3,432.5,21.69%,0.10%
Uttarakhand,Haridwar,Haridwar Union,29467.79,23883.5,23.38%,5.33%
Uttarakhand,Haridwar,Lakshar,337.5,336.1,0.42%,0.06%
Uttarakhand,Haridwar,Manglaur,978.7,841.8,16.26%,0.18%
Uttarakhand,Haridwar,Roorkee,60913.66,56763.46,7.31%,11.01%
Uttarakhand,Nanital,Haldwani,94989.39,86631.89,9.65%,17.17%
Uttarakhand,Nanital,Ramnagar,5172.48,3842.39,34.62%,0.93%
Uttarakhand,UdhamSinghNagar,Bazpur,1.5,2,-25.00%,0.00%
Uttarakhand,UdhamSinghNagar,Gadarpur,313,313,0%,0.06%
Uttarakhand,UdhamSinghNagar,Jaspur(UC),3252.6,2806.6,15.89%,0.59%
Uttarakhand,UdhamSinghNagar,Kashipur,7664.12,7004.22,9.42%,1.39%
Uttarakhand,UdhamSinghNagar,Khateema,7976.65,7035.05,13.38%,1.44%
Uttarakhand,UdhamSinghNagar,Kicchha,1495,1303.6,14.68%,0.27%
Uttarakhand,UdhamSinghNagar,Nanakmatta,895,895,0%,0.16%
Uttarakhand,UdhamSinghNagar,Rudrapur,17537.5,13016.5,34.73%,3.17%
Uttarakhand,UdhamSinghNagar,Sitarganj,2559.6,2212.2,15.70%,0.46%
West Bangal,Bankura,Bankura Sadar,96034.52,95558.52,0.50%,3.25%
West Bangal,Bankura,Bishnupur(Bankura),48665.57,63336.57,-23.16%,1.65%
West Bangal,Birbhum,Birbhum,100178.21,84832.21,18.09%,3.39%
West Bangal,Birbhum,Bishnupur,40,40,0%,0.00%
West Bangal,Birbhum,Bolpur,51252.1,39512.5,29.71%,1.73%
West Bangal,Birbhum,Rampurhat,54908.67,47592.67,15.37%,1.86%
West Bangal,Birbhum,Sainthia,197198.2,188918.2,4.38%,6.67%
West Bangal,Burdwan,Asansol,84128.89,77210.79,8.96%,2.85%
West Bangal,Burdwan,Burdwan,117445.2,116838.2,0.52%,3.97%
West Bangal,Burdwan,Durgapur,102853.94,95467.24,7.74%,3.48%
West Bangal,Burdwan,Kalna,41389.62,42764.13,-3.21%,1.40%
West Bangal,Burdwan,Katwa,61969.7,65673.3,-5.64%,2.10%
West Bangal,Coochbehar,Baxirhat,1511.65,1414.95,6.83%,0.05%
West Bangal,Coochbehar,Dinhata,2932.1,2297.6,27.62%,0.10%
West Bangal,Coochbehar,Mekhliganj,17695.65,11728.45,50.88%,0.60%
West Bangal,Coochbehar,Pundibari,1872,1306.8,43.25%,0.06%
West Bangal,Dakshin Dinajpur,Balurghat,16.5,16.5,0%,0.00%
West Bangal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),2412.8,1566.1,54.06%,0.08%
West Bangal,Darjeeling,Darjeeling,445,445,0%,0.02%
West Bangal,Darjeeling,Kalimpong,1,1,0%,0.00%
West Bangal,Darjeeling,Karsiyang(Matigara),38121.35,35353.85,7.83%,1.29%
West Bangal,Darjeeling,Siliguri,114221.31,102975.81,10.92%,3.87%
West Bangal,Hooghly,Champadanga,2718.7,1423.35,91.01%,0.09%
West Bangal,Hooghly,Kalipur,3484.6,1825.3,90.91%,0.12%
West Bangal,Hooghly,Pandua,1973.3,948.9,107.96%,0.07%
West Bangal,Hooghly,Sheoraphuly,141936,147254.7,-3.61%,4.80%
West Bangal,Howrah,Howrah,0,145.5,0%,0%
West Bangal,Howrah,Ramkrishanpur(Howrah),16745.5,28091,-40.39%,0.57%
West Bangal,Howrah,Uluberia,7810.24,7029.64,11.10%,0.26%
West Bangal,Jalpaiguri,Alipurduar,42761.9,39750.15,7.58%,1.45%
West Bangal,Jalpaiguri,Belacoba,6535.1,4598.7,42.11%,0.22%
West Bangal,Jalpaiguri,Dhupguri,4901.8,2364.3,107.33%,0.17%
West Bangal,Jalpaiguri,Falakata,22838.3,19310.3,18.27%,0.77%
West Bangal,Jalpaiguri,Falakata(Dhupguri),4668.1,4950.2,-5.70%,0.16%
West Bangal,Jalpaiguri,Jalpaiguri Sadar,12620,11496.2,9.78%,0.43%
West Bangal,Jalpaiguri,Moynaguri,5849.7,3587.4,63.06%,0.20%
West Bangal,Kolkata,Bara Bazar (Posta Bazar),565616.8,585206.2,-3.35%,19.14%
West Bangal,Malda,English Bazar,124850.3,152689.3,-18.23%,4.22%
West Bangal,Malda,Gajol,46128.75,44253.1,4.24%,1.56%
West Bangal,Malda,Samsi,55758.25,54165.55,2.94%,1.89%
West Bangal,Medinipur(E),Egra/contai,9073.17,6114.9,48.38%,0.31%
West Bangal,Medinipur(E),Tamluk (Medinipur E),23945,27412.4,-12.65%,0.81%
West Bangal,Medinipur(W),Garbeta(Medinipur),1064,0,0%,0.04%
West Bangal,Medinipur(W),Ghatal,3359.63,2023.5,66.03%,0.11%
West Bangal,Medinipur(W),Kolaghat,0,80,0%,0%
West Bangal,Medinipur(W),Medinipur(West),25664.7,23950.7,7.16%,0.87%
West Bangal,Medinipur(W),Midnapore Sadar,4493.2,5241.1,-14.27%,0.15%
West Bangal,Murshidabad,Jangipur,164662.6,148167.5,11.13%,5.57%
West Bangal,Nadia,Bethuadahari,14490.09,13641.99,6.22%,0.49%
West Bangal,Nadia,Chakdah,76001.95,72988.85,4.13%,2.57%
West Bangal,Nadia,Kalyani,12773.95,12248.55,4.29%,0.43%
West Bangal,Nadia,Karimpur,6965.1,5943.9,17.18%,0.24%
West Bangal,Nadia,Nadia,46541.1,49469.4,-5.92%,1.57%
West Bangal,Nadia,Ranaghat,13394.2,12204.45,9.75%,0.45%
West Bangal,Nadia,Ranaghat(Kalyani),33.5,33.5,0%,0.00%
West Bangal,North 24 Parganas,Barasat,162889.9,173100.9,-5.90%,5.51%
West Bangal,North 24 Parganas,Diamond Harbour,11763.7,16116.5,-27.01%,0.40%
West Bangal,North 24 Parganas,Habra,72003.9,70780.7,1.73%,2.44%
West Bangal,Puruliya,Balarampur,4012.92,3157.29,27.10%,0.14%
West Bangal,Puruliya,Kasipur,1946.32,1486.42,30.94%,0.07%
West Bangal,Puruliya,Purulia,55254.1,52601.4,5.04%,1.87%
West Bangal,Sounth 24 Parganas,Baruipur(Canning),34632.15,36584.15,-5.34%,1.17%
West Bangal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),6233.1,5647.3,10.37%,0.21%
West Bangal,Uttar Dinajpur,Islampur,0,325,0%,0%
West Bangal,Uttar Dinajpur,Kaliaganj,1347.6,1347.6,0%,0.05%
